Appendable_ThreadSafe @ AbstractAgiCommand.java:92: 2 Unique Traces, 4 Redundant Traces, 2 Preserved, 4 Remained 
ListIterator_RemoveOnce @ Locker.java:242: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
List_UnsynchronizedSubList @ AnnotationAppender.java:643: 1 Unique Traces, 98 Redundant Traces, 1 Preserved, 29 Remained 
List_UnsynchronizedSubList @ ParameterList.java:536: 1 Unique Traces, 268 Redundant Traces, 1 Preserved, 31 Remained 
Map_CollectionViewAdd @ ActionBuilderImpl.java:123: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
Map_CollectionViewAdd @ ActionBuilderImpl.java:156: 1 Unique Traces, 2 Redundant Traces, 1 Preserved, 2 Remained 
Map_CollectionViewAdd @ ActionBuilderImpl.java:175: 1 Unique Traces, 3 Redundant Traces, 1 Preserved, 3 Remained 
Map_CollectionViewAdd @ ActionBuilderImpl.java:226: 1 Unique Traces, 14 Redundant Traces, 1 Preserved, 1 Remained 
Map_CollectionViewAdd @ AgiRequestImpl.java:460: 1 Unique Traces, 4 Redundant Traces, 1 Preserved, 4 Remained 
Map_CollectionViewAdd @ AgiRequestImpl.java:477: 1 Unique Traces, 2 Redundant Traces, 1 Preserved, 2 Remained 
Map_CollectionViewAdd @ ClassInjector.java:115: 1 Unique Traces, 4 Redundant Traces, 1 Preserved, 4 Remained 
Map_CollectionViewAdd @ ClassInjector.java:120: 1 Unique Traces, 4 Redundant Traces, 1 Preserved, 4 Remained 
Map_CollectionViewAdd @ ClassInjector.java:242: 1 Unique Traces, 4 Redundant Traces, 1 Preserved, 4 Remained 
Map_CollectionViewAdd @ ClasspathHelper.java:399: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
Map_CollectionViewAdd @ EventAttributesHelper.java:47: 1 Unique Traces, 63 Redundant Traces, 1 Preserved, 40 Remained 
Map_CollectionViewAdd @ EventBuilderImpl.java:138: 1 Unique Traces, 1 Redundant Traces, 1 Preserved, 1 Remained 
Map_CollectionViewAdd @ FilteredManagerListenerWrapper.java:30: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
Map_CollectionViewAdd @ Implementation.java:1196: 1 Unique Traces, 21 Redundant Traces, 1 Preserved, 2 Remained 
Map_CollectionViewAdd @ Implementation.java:1227: 1 Unique Traces, 21 Redundant Traces, 1 Preserved, 21 Remained 
Map_CollectionViewAdd @ Implementation.java:1239: 1 Unique Traces, 21 Redundant Traces, 1 Preserved, 21 Remained 
Map_CollectionViewAdd @ Implementation.java:1242: 1 Unique Traces, 21 Redundant Traces, 1 Preserved, 21 Remained 
Map_CollectionViewAdd @ Implementation.java:1245: 1 Unique Traces, 21 Redundant Traces, 1 Preserved, 18 Remained 
Map_CollectionViewAdd @ Locker.java:237: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
Map_CollectionViewAdd @ ManagerConnectionImpl.java:1331: 1 Unique Traces, 2 Redundant Traces, 1 Preserved, 2 Remained 
Map_CollectionViewAdd @ ManagerConnectionImpl.java:1350: 1 Unique Traces, 2 Redundant Traces, 1 Preserved, 2 Remained 
Map_CollectionViewAdd @ ManagerConnectionImpl.java:1357: 1 Unique Traces, 2 Redundant Traces, 1 Preserved, 1 Remained 
Map_CollectionViewAdd @ MethodCallProxy.java:171: 1 Unique Traces, 16 Redundant Traces, 1 Preserved, 2 Remained 
Map_CollectionViewAdd @ MethodCallProxy.java:173: 1 Unique Traces, 16 Redundant Traces, 1 Preserved, 8 Remained 
Map_CollectionViewAdd @ MethodGraph.java:1019: 2 Unique Traces, 117 Redundant Traces, 1 Preserved, 7 Remained 
Map_CollectionViewAdd @ MethodGraph.java:1034: 1 Unique Traces, 1 Redundant Traces, 1 Preserved, 1 Remained 
Map_CollectionViewAdd @ MethodGraph.java:1071: 3 Unique Traces, 40 Redundant Traces, 3 Preserved, 19 Remained 
Map_CollectionViewAdd @ MethodGraph.java:1212: 1 Unique Traces, 4 Redundant Traces, 1 Preserved, 3 Remained 
Map_CollectionViewAdd @ MethodGraph.java:1234: 1 Unique Traces, 4 Redundant Traces, 1 Preserved, 4 Remained 
Map_CollectionViewAdd @ MethodGraph.java:1251: 1 Unique Traces, 14 Redundant Traces, 1 Preserved, 8 Remained 
Map_CollectionViewAdd @ MethodGraph.java:1855: 1 Unique Traces, 4 Redundant Traces, 1 Preserved, 4 Remained 
Map_CollectionViewAdd @ MethodGraph.java:1963: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
Map_CollectionViewAdd @ MethodRegistry.java:474: 1 Unique Traces, 21 Redundant Traces, 1 Preserved, 21 Remained 
Map_CollectionViewAdd @ MethodRegistry.java:738: 1 Unique Traces, 21 Redundant Traces, 1 Preserved, 21 Remained 
Map_CollectionViewAdd @ MethodRegistry.java:990: 1 Unique Traces, 21 Redundant Traces, 1 Preserved, 9 Remained 
Map_CollectionViewAdd @ Reflections.java:205: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
Map_CollectionViewAdd @ Reflections.java:215: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
Map_CollectionViewAdd @ Reflections.java:217: 2 Unique Traces, 0 Redundant Traces, 2 Preserved, 0 Remained 
Map_CollectionViewAdd @ Reflections.java:322: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
Map_CollectionViewAdd @ SimpleRuleStore.java:140: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
Map_CollectionViewAdd @ SubstituteLoggerFactory.java:65: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
Map_CollectionViewAdd @ TypeResolutionStrategy.java:102: 1 Unique Traces, 4 Redundant Traces, 1 Preserved, 4 Remained 
Map_UnsafeIterator @ ActionBuilderImpl.java:123: 2 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
Map_UnsafeIterator @ ActionBuilderImpl.java:156: 3 Unique Traces, 3 Redundant Traces, 2 Preserved, 1 Remained 
Map_UnsafeIterator @ ActionBuilderImpl.java:175: 3 Unique Traces, 5 Redundant Traces, 3 Preserved, 1 Remained 
Map_UnsafeIterator @ ActionBuilderImpl.java:226: 7 Unique Traces, 23 Redundant Traces, 3 Preserved, 4 Remained 
Map_UnsafeIterator @ AgiRequestImpl.java:460: 3 Unique Traces, 7 Redundant Traces, 2 Preserved, 1 Remained 
Map_UnsafeIterator @ AgiRequestImpl.java:477: 3 Unique Traces, 3 Redundant Traces, 2 Preserved, 1 Remained 
Map_UnsafeIterator @ ClassInjector.java:115: 3 Unique Traces, 7 Redundant Traces, 3 Preserved, 2 Remained 
Map_UnsafeIterator @ ClassInjector.java:120: 3 Unique Traces, 7 Redundant Traces, 3 Preserved, 2 Remained 
Map_UnsafeIterator @ ClassInjector.java:242: 3 Unique Traces, 7 Redundant Traces, 2 Preserved, 1 Remained 
Map_UnsafeIterator @ DynamicType.java:2962: 2 Unique Traces, 15 Redundant Traces, 2 Preserved, 5 Remained 
Map_UnsafeIterator @ ElementMatchers.java:345: 6 Unique Traces, 16 Redundant Traces, 5 Preserved, 12 Remained 
Map_UnsafeIterator @ EventAttributesHelper.java:47: 16 Unique Traces, 112 Redundant Traces, 16 Preserved, 112 Remained 
Map_UnsafeIterator @ EventBuilderImpl.java:138: 2 Unique Traces, 2 Redundant Traces, 2 Preserved, 0 Remained 
Map_UnsafeIterator @ Implementation.java:1227: 7 Unique Traces, 37 Redundant Traces, 2 Preserved, 12 Remained 
Map_UnsafeIterator @ Implementation.java:1239: 4 Unique Traces, 40 Redundant Traces, 3 Preserved, 3 Remained 
Map_UnsafeIterator @ Implementation.java:1242: 2 Unique Traces, 42 Redundant Traces, 2 Preserved, 19 Remained 
Map_UnsafeIterator @ Implementation.java:1245: 2 Unique Traces, 42 Redundant Traces, 2 Preserved, 5 Remained 
Map_UnsafeIterator @ ManagerConnectionImpl.java:1331: 2 Unique Traces, 4 Redundant Traces, 2 Preserved, 1 Remained 
Map_UnsafeIterator @ ManagerConnectionImpl.java:1350: 2 Unique Traces, 4 Redundant Traces, 2 Preserved, 1 Remained 
Map_UnsafeIterator @ ManagerConnectionImpl.java:1357: 2 Unique Traces, 4 Redundant Traces, 2 Preserved, 1 Remained 
Map_UnsafeIterator @ MethodCallProxy.java:173: 3 Unique Traces, 31 Redundant Traces, 3 Preserved, 14 Remained 
Map_UnsafeIterator @ MethodGraph.java:1019: 8 Unique Traces, 575 Redundant Traces, 4 Preserved, 31 Remained 
Map_UnsafeIterator @ MethodGraph.java:1034: 2 Unique Traces, 2 Redundant Traces, 1 Preserved, 0 Remained 
Map_UnsafeIterator @ MethodGraph.java:1212: 2 Unique Traces, 8 Redundant Traces, 2 Preserved, 3 Remained 
Map_UnsafeIterator @ MethodGraph.java:1234: 6 Unique Traces, 4 Redundant Traces, 3 Preserved, 2 Remained 
Map_UnsafeIterator @ MethodGraph.java:1251: 13 Unique Traces, 22 Redundant Traces, 12 Preserved, 22 Remained 
Map_UnsafeIterator @ MethodRegistry.java:738: 7 Unique Traces, 37 Redundant Traces, 4 Preserved, 18 Remained 
Map_UnsafeIterator @ Reflections.java:215: 2 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
Map_UnsafeIterator @ SimpleRuleStore.java:140: 9 Unique Traces, 0 Redundant Traces, 9 Preserved, 0 Remained 
Map_UnsafeIterator @ SimpleRuleStore.java:152: 5 Unique Traces, 0 Redundant Traces, 5 Preserved, 0 Remained 
Map_UnsafeIterator @ SimpleRuleStore.java:177: 4 Unique Traces, 0 Redundant Traces, 4 Preserved, 0 Remained 
Map_UnsafeIterator @ SimpleRuleStore.java:205: 4 Unique Traces, 0 Redundant Traces, 3 Preserved, 0 Remained 
Map_UnsafeIterator @ TypeResolutionStrategy.java:102: 3 Unique Traces, 7 Redundant Traces, 3 Preserved, 2 Remained 
Scanner_ManipulateAfterClose @ FastScannerRandomTest.java:64: 1 Unique Traces, 99 Redundant Traces, 1 Preserved, 29 Remained 
Scanner_ManipulateAfterClose @ FastScannerSpeedTest.java:28: 1 Unique Traces, 9 Redundant Traces, 1 Preserved, 9 Remained 
Scanner_SearchAfterClose @ FastScannerRandomTest.java:89: 1 Unique Traces, 99 Redundant Traces, 1 Preserved, 13 Remained 
Scanner_SearchAfterClose @ FastScannerSpeedTest.java:39: 1 Unique Traces, 9 Redundant Traces, 1 Preserved, 9 Remained 
ServiceLoaderIterator_Remove @ ClassicEnvUtil.java:49: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
ServiceLoaderIterator_Remove @ LoggerFactory.java:127: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
ServiceLoaderIterator_Remove @ Services.java:33: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
ServiceLoaderIterator_Remove @ Services.java:45: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
ServiceLoader_MultipleConcurrentThreads @ ClassicEnvUtil.java:47: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
ServiceLoader_MultipleConcurrentThreads @ LoggerFactory.java:138: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
ServiceLoader_MultipleConcurrentThreads @ Services.java:33: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
ServiceLoader_MultipleConcurrentThreads @ Services.java:45: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
StringBuilder_ThreadSafe @ AbstractAgiCommand.java:92: 2 Unique Traces, 4 Redundant Traces, 2 Preserved, 4 Remained 
StringBuilder_ThreadSafe @ AbstractAgiServer.java:77: 1 Unique Traces, 6 Redundant Traces, 1 Preserved, 6 Remained 
StringBuilder_ThreadSafe @ AbstractMappingStrategy.java:118: 1 Unique Traces, 2 Redundant Traces, 1 Preserved, 1 Remained 
StringBuilder_ThreadSafe @ AbstractMappingStrategy.java:124: 1 Unique Traces, 2 Redundant Traces, 1 Preserved, 2 Remained 
StringBuilder_ThreadSafe @ ActionBuilderImpl.java:78: 11 Unique Traces, 4 Redundant Traces, 11 Preserved, 4 Remained 
StringBuilder_ThreadSafe @ ActionBuilderImpl.java:301: 1 Unique Traces, 22 Redundant Traces, 1 Preserved, 12 Remained 
StringBuilder_ThreadSafe @ ActionBuilderImpl.java:303: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
StringBuilder_ThreadSafe @ ActionBuilderImpl.java:332: 1 Unique Traces, 21 Redundant Traces, 1 Preserved, 12 Remained 
StringBuilder_ThreadSafe @ ActionBuilderImplTest.java:104: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
StringBuilder_ThreadSafe @ AgiReplyImpl.java:211: 3 Unique Traces, 2 Redundant Traces, 3 Preserved, 2 Remained 
StringBuilder_ThreadSafe @ AgiReplyImpl.java:213: 4 Unique Traces, 1 Redundant Traces, 3 Preserved, 1 Remained 
StringBuilder_ThreadSafe @ AgiReplyImpl.java:283: 1 Unique Traces, 1 Redundant Traces, 1 Preserved, 1 Remained 
StringBuilder_ThreadSafe @ AgiRequestImpl.java:172: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
StringBuilder_ThreadSafe @ AnnotationAppender.java:679: 1 Unique Traces, 2 Redundant Traces, 1 Preserved, 2 Remained 
StringBuilder_ThreadSafe @ AnnotationAppender.java:690: 1 Unique Traces, 2 Redundant Traces, 1 Preserved, 2 Remained 
StringBuilder_ThreadSafe @ AnnotationAppender.java:703: 1 Unique Traces, 2 Redundant Traces, 1 Preserved, 2 Remained 
StringBuilder_ThreadSafe @ AnnotationAppender.java:723: 1 Unique Traces, 335 Redundant Traces, 1 Preserved, 53 Remained 
StringBuilder_ThreadSafe @ AnnotationAppender.java:726: 1 Unique Traces, 2 Redundant Traces, 1 Preserved, 2 Remained 
StringBuilder_ThreadSafe @ AppenderModelHandler.java:59: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
StringBuilder_ThreadSafe @ AppenderModelHandler.java:65: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
StringBuilder_ThreadSafe @ AppenderRefModelHandler.java:59: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
StringBuilder_ThreadSafe @ AsteriskQueueImpl.java:93: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
StringBuilder_ThreadSafe @ AsyncEventPump.java:49: 1 Unique Traces, 7 Redundant Traces, 1 Preserved, 1 Remained 
StringBuilder_ThreadSafe @ AsyncEventPump.java:106: 1 Unique Traces, 7 Redundant Traces, 1 Preserved, 7 Remained 
StringBuilder_ThreadSafe @ AuxiliaryType.java:166: 1 Unique Traces, 16 Redundant Traces, 1 Preserved, 8 Remained 
StringBuilder_ThreadSafe @ BridgeCommand.java:42: 1 Unique Traces, 1 Redundant Traces, 1 Preserved, 1 Remained 
StringBuilder_ThreadSafe @ BridgeCommand.java:45: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
StringBuilder_ThreadSafe @ BridgeCommand.java:47: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
StringBuilder_ThreadSafe @ CallerId.java:94: 2 Unique Traces, 1 Redundant Traces, 2 Preserved, 1 Remained 
StringBuilder_ThreadSafe @ CallerId.java:103: 1 Unique Traces, 1 Redundant Traces, 1 Preserved, 1 Remained 
StringBuilder_ThreadSafe @ ClassFileVersion.java:545: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
StringBuilder_ThreadSafe @ CoherentEventFactory.java:45: 1 Unique Traces, 38 Redundant Traces, 1 Preserved, 11 Remained 
StringBuilder_ThreadSafe @ CoherentEventFactory.java:53: 1 Unique Traces, 5 Redundant Traces, 1 Preserved, 5 Remained 
StringBuilder_ThreadSafe @ CoherentEventFactory.java:58: 1 Unique Traces, 28 Redundant Traces, 1 Preserved, 28 Remained 
StringBuilder_ThreadSafe @ CoherentEventFactory.java:65: 1 Unique Traces, 3 Redundant Traces, 1 Preserved, 3 Remained 
StringBuilder_ThreadSafe @ ConfbridgeCommand.java:47: 1 Unique Traces, 1 Redundant Traces, 1 Preserved, 1 Remained 
StringBuilder_ThreadSafe @ ConfbridgeCommand.java:49: 1 Unique Traces, 1 Redundant Traces, 1 Preserved, 1 Remained 
StringBuilder_ThreadSafe @ ConfigFileReader.java:164: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
StringBuilder_ThreadSafe @ ConfigFileReader.java:175: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
StringBuilder_ThreadSafe @ ConfigFileReader.java:178: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
StringBuilder_ThreadSafe @ ConfigFileReader.java:337: 3 Unique Traces, 1 Redundant Traces, 2 Preserved, 1 Remained 
StringBuilder_ThreadSafe @ ConfigFileReader.java:342: 3 Unique Traces, 0 Redundant Traces, 3 Preserved, 0 Remained 
StringBuilder_ThreadSafe @ ConfigFileReader.java:346: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
StringBuilder_ThreadSafe @ ContextInitializer.java:85: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
StringBuilder_ThreadSafe @ ControlStreamFileCommand.java:229: 4 Unique Traces, 1 Redundant Traces, 4 Preserved, 1 Remained 
StringBuilder_ThreadSafe @ CoreStatusResponse.java:160: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
StringBuilder_ThreadSafe @ DatabaseDelTreeCommand.java:103: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
StringBuilder_ThreadSafe @ DatabaseDelTreeCommand.java:105: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
StringBuilder_ThreadSafe @ DatabaseGetCommand.java:91: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
StringBuilder_ThreadSafe @ DatabasePutCommand.java:116: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
StringBuilder_ThreadSafe @ DefaultJoranConfigurator.java:117: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
StringBuilder_ThreadSafe @ DefaultJoranConfigurator.java:119: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
StringBuilder_ThreadSafe @ DialCommand.java:57: 1 Unique Traces, 1 Redundant Traces, 1 Preserved, 1 Remained 
StringBuilder_ThreadSafe @ EventAttributesHelper.java:75: 1 Unique Traces, 4 Redundant Traces, 1 Preserved, 4 Remained 
StringBuilder_ThreadSafe @ EventBuilderImpl.java:74: 1 Unique Traces, 91 Redundant Traces, 1 Preserved, 37 Remained 
StringBuilder_ThreadSafe @ EventBuilderImpl.java:94: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
StringBuilder_ThreadSafe @ EventBuilderImpl.java:112: 1 Unique Traces, 9054 Redundant Traces, 1 Preserved, 441 Remained 
StringBuilder_ThreadSafe @ EventBuilderImpl.java:183: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
StringBuilder_ThreadSafe @ EventBuilderImpl.java:190: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
StringBuilder_ThreadSafe @ FastAgiWriter.java:43: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
StringBuilder_ThreadSafe @ FastScannerCrNl.java:53: 52 Unique Traces, 9 Redundant Traces, 52 Preserved, 9 Remained 
StringBuilder_ThreadSafe @ FastScannerDeterministicTest.java:39: 1 Unique Traces, 1 Redundant Traces, 1 Preserved, 1 Remained 
StringBuilder_ThreadSafe @ FastScannerDeterministicTest.java:47: 1 Unique Traces, 1 Redundant Traces, 1 Preserved, 1 Remained 
StringBuilder_ThreadSafe @ FastScannerDeterministicTest.java:67: 1 Unique Traces, 30 Redundant Traces, 1 Preserved, 6 Remained 
StringBuilder_ThreadSafe @ FastScannerNl.java:124: 53 Unique Traces, 9 Redundant Traces, 53 Preserved, 9 Remained 
StringBuilder_ThreadSafe @ FastScannerRandomTest.java:42: 1 Unique Traces, 99 Redundant Traces, 1 Preserved, 36 Remained 
StringBuilder_ThreadSafe @ FastScannerRandomTest.java:97: 1 Unique Traces, 102 Redundant Traces, 1 Preserved, 8 Remained 
StringBuilder_ThreadSafe @ FastScannerRandomTest.java:105: 3 Unique Traces, 0 Redundant Traces, 3 Preserved, 0 Remained 
StringBuilder_ThreadSafe @ FastScannerRandomTest.java:108: 100 Unique Traces, 0 Redundant Traces, 100 Preserved, 0 Remained 
StringBuilder_ThreadSafe @ FastScannerSpeedTest.java:20: 1 Unique Traces, 9 Redundant Traces, 1 Preserved, 9 Remained 
StringBuilder_ThreadSafe @ FastScannerSpeedTest.java:40: 1 Unique Traces, 9 Redundant Traces, 1 Preserved, 9 Remained 
StringBuilder_ThreadSafe @ FastScannerSpeedTest.java:42: 1 Unique Traces, 9 Redundant Traces, 1 Preserved, 9 Remained 
StringBuilder_ThreadSafe @ FastScannerSpeedTest.java:66: 1 Unique Traces, 19 Redundant Traces, 1 Preserved, 19 Remained 
StringBuilder_ThreadSafe @ FastScannerSpeedTest.java:82: 1 Unique Traces, 19 Redundant Traces, 1 Preserved, 18 Remained 
StringBuilder_ThreadSafe @ FastScannerSpeedTest.java:86: 1 Unique Traces, 19 Redundant Traces, 1 Preserved, 11 Remained 
StringBuilder_ThreadSafe @ FieldAccessor.java:361: 1 Unique Traces, 9 Redundant Traces, 1 Preserved, 9 Remained 
StringBuilder_ThreadSafe @ FilterBuilder.java:126: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
StringBuilder_ThreadSafe @ FilterBuilder.java:127: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
StringBuilder_ThreadSafe @ GetDataCommand.java:172: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
StringBuilder_ThreadSafe @ GetDataCommand.java:174: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
StringBuilder_ThreadSafe @ GetDataCommand.java:176: 1 Unique Traces, 1 Redundant Traces, 1 Preserved, 1 Remained 
StringBuilder_ThreadSafe @ GetFullVariableCommand.java:105: 2 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
StringBuilder_ThreadSafe @ GosubCommand.java:157: 2 Unique Traces, 0 Redundant Traces, 2 Preserved, 0 Remained 
StringBuilder_ThreadSafe @ Implementation.java:1281: 1 Unique Traces, 59 Redundant Traces, 1 Preserved, 12 Remained 
StringBuilder_ThreadSafe @ Implementation.java:1458: 1 Unique Traces, 16 Redundant Traces, 1 Preserved, 4 Remained 
StringBuilder_ThreadSafe @ Implementation.java:1461: 1 Unique Traces, 6 Redundant Traces, 1 Preserved, 6 Remained 
StringBuilder_ThreadSafe @ ImplicitModelHandler.java:150: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
StringBuilder_ThreadSafe @ InvalidCommandSyntaxException.java:43: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
StringBuilder_ThreadSafe @ InvalidOrUnknownCommandException.java:38: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
StringBuilder_ThreadSafe @ JavaDispatcher.java:226: 1 Unique Traces, 6 Redundant Traces, 1 Preserved, 6 Remained 
StringBuilder_ThreadSafe @ JavaDispatcher.java:1316: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
StringBuilder_ThreadSafe @ JavaDispatcher.java:1383: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
StringBuilder_ThreadSafe @ LayoutWrappingEncoder.java:85: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
StringBuilder_ThreadSafe @ ListenerManager.java:60: 1 Unique Traces, 999 Redundant Traces, 1 Preserved, 97 Remained 
StringBuilder_ThreadSafe @ Lockable.java:37: 1 Unique Traces, 165 Redundant Traces, 1 Preserved, 28 Remained 
StringBuilder_ThreadSafe @ LockerTest.java:24: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
StringBuilder_ThreadSafe @ LockerTest.java:34: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
StringBuilder_ThreadSafe @ LockerTest.java:43: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
StringBuilder_ThreadSafe @ LockerTest.java:75: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
StringBuilder_ThreadSafe @ LockerTest.java:92: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
StringBuilder_ThreadSafe @ LockerTest.java:109: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
StringBuilder_ThreadSafe @ Logger.java:741: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
StringBuilder_ThreadSafe @ ManagerConnectionImpl.java:678: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
StringBuilder_ThreadSafe @ ManagerConnectionImpl.java:741: 1 Unique Traces, 1 Redundant Traces, 1 Preserved, 1 Remained 
StringBuilder_ThreadSafe @ ManagerConnectionImpl.java:742: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
StringBuilder_ThreadSafe @ ManagerConnectionImpl.java:775: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
StringBuilder_ThreadSafe @ ManagerConnectionImpl.java:1034: 1 Unique Traces, 2 Redundant Traces, 1 Preserved, 2 Remained 
StringBuilder_ThreadSafe @ ManagerConnectionImpl.java:1132: 1 Unique Traces, 2 Redundant Traces, 1 Preserved, 2 Remained 
StringBuilder_ThreadSafe @ ManagerConnectionImpl.java:1299: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
StringBuilder_ThreadSafe @ ManagerConnectionImplTest.java:138: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
StringBuilder_ThreadSafe @ ManagerReaderImpl.java:289: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
StringBuilder_ThreadSafe @ ManagerResponse.java:272: 1 Unique Traces, 2 Redundant Traces, 1 Preserved, 2 Remained 
StringBuilder_ThreadSafe @ ManagerUtil.java:118: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
StringBuilder_ThreadSafe @ MeetmeCommand.java:40: 1 Unique Traces, 1 Redundant Traces, 1 Preserved, 1 Remained 
StringBuilder_ThreadSafe @ MeetmeCommand.java:42: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
StringBuilder_ThreadSafe @ MethodCallProxy.java:145: 1 Unique Traces, 20 Redundant Traces, 1 Preserved, 5 Remained 
StringBuilder_ThreadSafe @ MethodDescription.java:523: 3 Unique Traces, 206 Redundant Traces, 2 Preserved, 29 Remained 
StringBuilder_ThreadSafe @ NameHelper.java:39: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
StringBuilder_ThreadSafe @ NamingStrategy.java:184: 1 Unique Traces, 17 Redundant Traces, 1 Preserved, 15 Remained 
StringBuilder_ThreadSafe @ NamingStrategy.java:186: 1 Unique Traces, 21 Redundant Traces, 1 Preserved, 5 Remained 
StringBuilder_ThreadSafe @ NamingStrategy.java:454: 1 Unique Traces, 21 Redundant Traces, 1 Preserved, 3 Remained 
StringBuilder_ThreadSafe @ NodeToStringTransformer.java:145: 2 Unique Traces, 3 Redundant Traces, 2 Preserved, 3 Remained 
